ENSG00000234769	ENST00000326592	16	-1	64043	69448	WASH4P	protein_coding
ENSG00000168802	ENST00000306585	16	-1	69151913	69166473	CHTF8	protein_coding
ENSG00000168802	ENST00000448552	16	-1	69151913	69166473	CHTF8	protein_coding
ENSG00000168802	ENST00000523421	16	-1	69152025	69166470	CHTF8	protein_coding
ENSG00000168802	ENST00000518041	16	-1	69152037	69155395	CHTF8	protein_coding
ENSG00000263203	ENST00000574807	16	-1	69152757	69154331	CHTF8	protein_coding
ENSG00000168802	ENST00000398235	16	-1	69153714	69166049	CHTF8	protein_coding
ENSG00000168802	ENST00000519520	16	-1	69153856	69166487	CHTF8	protein_coding
ENSG00000168802	ENST00000567763	16	-1	69153908	69166475	CHTF8	protein_coding
ENSG00000168802	ENST00000522497	16	-1	69153930	69166476	CHTF8	protein_coding
ENSG00000168802	ENST00000520529	16	-1	69154199	69166054	CHTF8	protein_coding
ENSG00000168802	ENST00000522091	16	-1	69154364	69166481	CHTF8	protein_coding
ENSG00000141076	ENST00000563299	16	1	69165194	69173806	CIRH1A	protein_coding
ENSG00000141076	ENST00000314423	16	1	69166418	69202924	CIRH1A	protein_coding
ENSG00000141076	ENST00000562237	16	1	69166499	69202923	CIRH1A	protein_coding
ENSG00000141076	ENST00000567460	16	1	69166516	69177231	CIRH1A	protein_coding
ENSG00000141076	ENST00000566227	16	1	69166549	69177292	CIRH1A	protein_coding
ENSG00000141076	ENST00000352319	16	1	69166553	69202923	CIRH1A	protein_coding
ENSG00000141076	ENST00000563094	16	1	69166561	69201745	CIRH1A	protein_coding
ENSG00000141076	ENST00000567235	16	1	69166776	69173735	CIRH1A	protein_coding
ENSG00000141076	ENST00000568448	16	1	69166787	69173776	CIRH1A	protein_coding
ENSG00000141076	ENST00000567500	16	1	69188325	69202941	CIRH1A	protein_coding
ENSG00000168807	ENST00000336278	16	1	69221032	69342955	SNTB2	protein_coding
ENSG00000168807	ENST00000525632	16	1	69221464	69304103	SNTB2	protein_coding
ENSG00000168807	ENST00000360496	16	1	69221488	69294004	SNTB2	protein_coding
ENSG00000260914	ENST00000570054	16	1	69333585	69354614	RP11-343C2.11	protein_coding
ENSG00000132612	ENST00000254950	16	1	69345259	69358945	VPS4A	protein_coding
ENSG00000213380	ENST00000562595	16	-1	69357429	69373396	COG8	protein_coding
ENSG00000213380	ENST00000306875	16	-1	69360816	69373570	COG8	protein_coding
ENSG00000258429	ENST00000288022	16	-1	69362524	69364498	PDF	protein_coding
ENSG00000272617	ENST00000562949	16	-1	69362547	69368774	RP11-343C2.12	protein_coding
ENSG00000213380	ENST00000562081	16	-1	69366535	69373486	COG8	protein_coding
ENSG00000260371	ENST00000563634	16	-1	69368994	69390209	RP11-343C2.9	protein_coding
ENSG00000213380	ENST00000567493	16	-1	69369118	69372480	COG8	protein_coding
ENSG00000132603	ENST00000254940	16	1	69373333	69377014	NIP7	protein_coding
ENSG00000132603	ENST00000569637	16	1	69373471	69374790	NIP7	protein_coding
ENSG00000132603	ENST00000254941	16	1	69373700	69377007	NIP7	protein_coding
ENSG00000132603	ENST00000567202	16	1	69374174	69375957	NIP7	protein_coding
ENSG00000132603	ENST00000562523	16	1	69374179	69375975	NIP7	protein_coding
ENSG00000157315	ENST00000288025	16	-1	69377151	69385712	TMED6	protein_coding
ENSG00000132604	ENST00000254942	16	-1	69389464	69419891	TERF2	protein_coding
ENSG00000132604	ENST00000603068	16	-1	69389535	69419873	TERF2	protein_coding
ENSG00000132604	ENST00000566051	16	-1	69390237	69395374	TERF2	protein_coding
ENSG00000132604	ENST00000569584	16	-1	69398870	69406185	TERF2	protein_coding
ENSG00000132604	ENST00000566750	16	-1	69400838	69419473	TERF2	protein_coding
ENSG00000132604	ENST00000569542	16	-1	69400850	69418553	TERF2	protein_coding
ENSG00000132604	ENST00000566257	16	-1	69400952	69418650	TERF2	protein_coding
ENSG00000132604	ENST00000567296	16	-1	69404114	69419891	TERF2	protein_coding
ENSG00000132604	ENST00000567841	16	-1	69406172	69442474	TERF2	protein_coding
ENSG00000103018	ENST00000512062	16	1	69458428	69500169	CYB5B	protein_coding
ENSG00000103018	ENST00000307892	16	1	69458498	69500167	CYB5B	protein_coding
ENSG00000103018	ENST00000515314	16	1	69458581	69497681	CYB5B	protein_coding
ENSG00000103018	ENST00000561792	16	1	69458583	69496821	CYB5B	protein_coding
ENSG00000103018	ENST00000568237	16	1	69458686	69496805	CYB5B	protein_coding
ENSG00000102908	ENST00000349945	16	1	69598997	69738553	NFAT5	protein_coding
ENSG00000102908	ENST00000432919	16	1	69598997	69738553	NFAT5	protein_coding
ENSG00000102908	ENST00000354436	16	1	69599887	69738569	NFAT5	protein_coding
ENSG00000102908	ENST00000567239	16	1	69599965	69731743	NFAT5	protein_coding
ENSG00000102908	ENST00000393742	16	1	69600111	69738569	NFAT5	protein_coding
ENSG00000102908	ENST00000566899	16	1	69600254	69729579	NFAT5	protein_coding
ENSG00000102908	ENST00000565301	16	1	69681035	69730481	NFAT5	protein_coding
ENSG00000181019	ENST00000561500	16	-1	69740899	69760409	NQO1	protein_coding
ENSG00000181019	ENST00000379047	16	-1	69743304	69760571	NQO1	protein_coding
ENSG00000181019	ENST00000320623	16	-1	69743304	69760854	NQO1	protein_coding
ENSG00000181019	ENST00000379046	16	-1	69744630	69760487	NQO1	protein_coding
ENSG00000181019	ENST00000439109	16	-1	69744685	69760463	NQO1	protein_coding
ENSG00000181019	ENST00000564043	16	-1	69744865	69760463	NQO1	protein_coding
ENSG00000141101	ENST00000268802	16	-1	69775770	69788843	NOB1	protein_coding
ENSG00000198373	ENST00000359154	16	1	69796209	69975644	WWP2	protein_coding
ENSG00000198373	ENST00000561780	16	1	69796231	69833179	WWP2	protein_coding
ENSG00000198373	ENST00000563659	16	1	69796265	69832699	WWP2	protein_coding
ENSG00000198373	ENST00000448661	16	1	69796267	69975643	WWP2	protein_coding
ENSG00000198373	ENST00000569174	16	1	69810090	69944153	WWP2	protein_coding
ENSG00000198373	ENST00000356003	16	1	69820888	69975643	WWP2	protein_coding
ENSG00000198373	ENST00000542271	16	1	69872640	69973986	WWP2	protein_coding
ENSG00000198373	ENST00000568684	16	1	69958893	69975641	WWP2	protein_coding
ENSG00000157322	ENST00000393701	16	1	69984810	69997889	CLEC18A	protein_coding
ENSG00000157322	ENST00000568461	16	1	69984889	69997889	CLEC18A	protein_coding
ENSG00000157322	ENST00000288040	16	1	69985083	69998141	CLEC18A	protein_coding
ENSG00000157322	ENST00000449317	16	1	69985136	69997887	CLEC18A	protein_coding
ENSG00000157322	ENST00000561889	16	1	69985644	69993452	CLEC18A	protein_coding
ENSG00000090857	ENST00000288050	16	1	70147529	70195184	PDPR	protein_coding
ENSG00000090857	ENST00000398122	16	1	70148275	70191034	PDPR	protein_coding
ENSG00000090857	ENST00000568530	16	1	70148275	70195203	PDPR	protein_coding
ENSG00000090857	ENST00000569042	16	1	70179630	70190585	PDPR	protein_coding
ENSG00000090857	ENST00000563930	16	1	70179658	70190517	PDPR	protein_coding
ENSG00000090857	ENST00000567046	16	1	70179658	70191137	PDPR	protein_coding
ENSG00000090857	ENST00000542659	16	1	70179698	70192218	PDPR	protein_coding
ENSG00000090857	ENST00000567896	16	1	70179707	70187468	PDPR	protein_coding
ENSG00000157335	ENST00000562923	16	1	70207225	70216359	CLEC18C	protein_coding
ENSG00000157335	ENST00000541793	16	1	70207722	70220798	CLEC18C	protein_coding
ENSG00000157335	ENST00000314151	16	1	70207801	70220798	CLEC18C	protein_coding
ENSG00000157335	ENST00000565806	16	1	70207822	70211285	CLEC18C	protein_coding
ENSG00000157335	ENST00000569347	16	1	70207928	70220798	CLEC18C	protein_coding
ENSG00000157335	ENST00000536907	16	1	70208060	70220798	CLEC18C	protein_coding
ENSG00000269746	ENST00000601706	16	-1	70239303	70239683	AC009060.1	protein_coding
ENSG00000269866	ENST00000594734	16	1	70258261	70258641	FKSG63	protein_coding
ENSG00000223496	ENST00000435634	16	-1	70284134	70285833	EXOSC6	protein_coding
ENSG00000090861	ENST00000261772	16	-1	70286198	70323446	AARS	protein_coding
ENSG00000090861	ENST00000565361	16	-1	70288293	70296264	AARS	protein_coding
ENSG00000157349	ENST00000566216	16	1	70323566	70363327	DDX19B	protein_coding
ENSG00000157349	ENST00000563392	16	1	70323670	70367723	DDX19B	protein_coding
ENSG00000157349	ENST00000563206	16	1	70328680	70367726	DDX19B	protein_coding
ENSG00000157349	ENST00000451014	16	1	70328700	70367682	DDX19B	protein_coding
ENSG00000157349	ENST00000568625	16	1	70328736	70367598	DDX19B	protein_coding
ENSG00000157349	ENST00000288071	16	1	70332956	70369186	DDX19B	protein_coding
ENSG00000157349	ENST00000393657	16	1	70333065	70367729	DDX19B	protein_coding
ENSG00000157349	ENST00000355992	16	1	70333097	70367726	DDX19B	protein_coding
ENSG00000260537	ENST00000567706	16	1	70333117	70400163	RP11-529K1.3	protein_coding
ENSG00000168872	ENST00000302243	16	1	70380732	70407286	DDX19A	protein_coding
ENSG00000168872	ENST00000417604	16	1	70380847	70406200	DDX19A	protein_coding
ENSG00000168872	ENST00000443119	16	1	70390764	70406232	DDX19A	protein_coding
ENSG00000168872	ENST00000575878	16	1	70390764	70406232	DDX19A	protein_coding
ENSG00000157350	ENST00000342907	16	-1	70413338	70472991	ST3GAL2	protein_coding
ENSG00000157350	ENST00000393640	16	-1	70413408	70434541	ST3GAL2	protein_coding
ENSG00000157353	ENST00000288078	16	1	70488324	70514177	FUK	protein_coding
ENSG00000157353	ENST00000572784	16	1	70488498	70500109	FUK	protein_coding
ENSG00000157353	ENST00000574784	16	1	70488498	70500842	FUK	protein_coding
ENSG00000157353	ENST00000428974	16	1	70488498	70501242	FUK	protein_coding
ENSG00000157353	ENST00000571514	16	1	70488498	70514176	FUK	protein_coding
ENSG00000157353	ENST00000378912	16	1	70488498	70514177	FUK	protein_coding
ENSG00000157353	ENST00000573352	16	1	70488630	70500077	FUK	protein_coding
ENSG00000157353	ENST00000576453	16	1	70488630	70500811	FUK	protein_coding
ENSG00000103051	ENST00000323786	16	-1	70514472	70557468	COG4	protein_coding
ENSG00000103051	ENST00000565715	16	-1	70514770	70516697	COG4	protein_coding
ENSG00000103051	ENST00000393612	16	-1	70542704	70557437	COG4	protein_coding
ENSG00000103051	ENST00000564653	16	-1	70546170	70557453	COG4	protein_coding
ENSG00000103051	ENST00000534772	16	-1	70546176	70557103	COG4	protein_coding
ENSG00000189091	ENST00000302516	16	1	70557691	70608820	SF3B3	protein_coding
ENSG00000189091	ENST00000566095	16	1	70557694	70562796	SF3B3	protein_coding
ENSG00000189091	ENST00000577085	16	1	70557716	70562921	SF3B3	protein_coding
ENSG00000189091	ENST00000567654	16	1	70557796	70563073	SF3B3	protein_coding
ENSG00000189091	ENST00000564899	16	1	70558453	70560572	SF3B3	protein_coding
ENSG00000189091	ENST00000569687	16	1	70560804	70562994	SF3B3	protein_coding
ENSG00000157368	ENST00000429149	16	1	70613798	70694585	IL34	protein_coding
ENSG00000157368	ENST00000563721	16	1	70613812	70688574	IL34	protein_coding
ENSG00000157368	ENST00000288098	16	1	70680468	70694585	IL34	protein_coding
ENSG00000157368	ENST00000566361	16	1	70688002	70694172	IL34	protein_coding
ENSG00000132613	ENST00000338779	16	-1	70695107	70719969	MTSS1L	protein_coding
ENSG00000268927	ENST00000597002	16	1	70695570	70699739	FLJ00418	protein_coding
ENSG00000132613	ENST00000562883	16	-1	70708223	70712242	MTSS1L	protein_coding
ENSG00000132613	ENST00000576338	16	-1	70710852	70713928	MTSS1L	protein_coding
ENSG00000103043	ENST00000567648	16	-1	70721342	70729496	VAC14	protein_coding
ENSG00000103043	ENST00000261776	16	-1	70721342	70835064	VAC14	protein_coding
ENSG00000103043	ENST00000536184	16	-1	70721345	70734148	VAC14	protein_coding
ENSG00000103043	ENST00000566416	16	-1	70721946	70778483	VAC14	protein_coding
ENSG00000157423	ENST00000393567	16	-1	70841281	71264592	HYDIN	protein_coding
ENSG00000157423	ENST00000448089	16	-1	71025969	71264558	HYDIN	protein_coding
ENSG00000157423	ENST00000448691	16	-1	71061011	71264569	HYDIN	protein_coding
ENSG00000157423	ENST00000321489	16	-1	71061013	71264592	HYDIN	protein_coding
ENSG00000157423	ENST00000538248	16	-1	71065314	71264625	HYDIN	protein_coding
ENSG00000157423	ENST00000541601	16	-1	71065370	71264617	HYDIN	protein_coding
ENSG00000157423	ENST00000288168	16	-1	71100380	71264604	HYDIN	protein_coding
ENSG00000157423	ENST00000542890	16	-1	71100483	71103348	HYDIN	protein_coding
ENSG00000157423	ENST00000393550	16	-1	71100734	71264558	HYDIN	protein_coding
ENSG00000157423	ENST00000538382	16	-1	71165266	71209541	HYDIN	protein_coding
ENSG00000157423	ENST00000539973	16	-1	71220680	71264598	HYDIN	protein_coding
ENSG00000157423	ENST00000545267	16	-1	71220690	71264607	HYDIN	protein_coding
ENSG00000180917	ENST00000338099	16	-1	71315292	71323512	CMTR2	protein_coding
ENSG00000180917	ENST00000434935	16	-1	71316203	71323442	CMTR2	protein_coding
ENSG00000180917	ENST00000563876	16	-1	71319345	71323618	CMTR2	protein_coding
ENSG00000180917	ENST00000564183	16	-1	71319348	71322648	CMTR2	protein_coding
ENSG00000180917	ENST00000565850	16	-1	71319427	71323317	CMTR2	protein_coding
ENSG00000180917	ENST00000567610	16	-1	71319508	71322599	CMTR2	protein_coding
ENSG00000180917	ENST00000568910	16	-1	71319553	71323330	CMTR2	protein_coding
ENSG00000172137	ENST00000349553	16	1	71392616	71424339	CALB2	protein_coding
ENSG00000172137	ENST00000302628	16	1	71392619	71424341	CALB2	protein_coding
ENSG00000172137	ENST00000562305	16	1	71392697	71423729	CALB2	protein_coding
ENSG00000172137	ENST00000490520	16	1	71406081	71419539	CALB2	protein_coding
ENSG00000167377	ENST00000564528	16	-1	71481500	71487876	ZNF23	protein_coding
ENSG00000167377	ENST00000393539	16	-1	71481500	71496117	ZNF23	protein_coding
ENSG00000167377	ENST00000497160	16	-1	71481500	71496149	ZNF23	protein_coding
ENSG00000167377	ENST00000357254	16	-1	71481500	71496662	ZNF23	protein_coding
ENSG00000167377	ENST00000417828	16	-1	71481513	71496117	ZNF23	protein_coding
ENSG00000167377	ENST00000428724	16	-1	71481513	71496149	ZNF23	protein_coding
ENSG00000167377	ENST00000358700	16	-1	71481522	71490733	ZNF23	protein_coding
ENSG00000167377	ENST00000565718	16	-1	71483560	71496148	ZNF23	protein_coding
ENSG00000167377	ENST00000567340	16	-1	71487207	71496998	ZNF23	protein_coding
ENSG00000157429	ENST00000567225	16	-1	71498453	71516039	ZNF19	protein_coding
ENSG00000157429	ENST00000288177	16	-1	71507493	71523241	ZNF19	protein_coding
ENSG00000157429	ENST00000565637	16	-1	71508282	71523217	ZNF19	protein_coding
ENSG00000157429	ENST00000565100	16	-1	71508287	71518513	ZNF19	protein_coding
ENSG00000157429	ENST00000564230	16	-1	71508713	71523179	ZNF19	protein_coding
ENSG00000157429	ENST00000568815	16	-1	71510097	71521013	ZNF19	protein_coding
ENSG00000157429	ENST00000561469	16	-1	71511789	71512902	ZNF19	protein_coding
ENSG00000157429	ENST00000564225	16	-1	71512186	71580238	ZNF19	protein_coding
ENSG00000157429	ENST00000566202	16	-1	71512873	71598992	ZNF19	protein_coding
ENSG00000157429	ENST00000569072	16	-1	71516003	71523254	ZNF19	protein_coding
ENSG00000140835	ENST00000338482	16	1	71559136	71572649	CHST4	protein_coding
ENSG00000140835	ENST00000572450	16	1	71560023	71572491	CHST4	protein_coding
ENSG00000140835	ENST00000539698	16	1	71560154	71572500	CHST4	protein_coding
ENSG00000198650	ENST00000355962	16	-1	71599563	71611033	TAT	protein_coding
ENSG00000140832	ENST00000567566	16	1	71660064	71663583	MARVELD3	protein_coding
ENSG00000140832	ENST00000565261	16	1	71660087	71675165	MARVELD3	protein_coding
ENSG00000140832	ENST00000268485	16	1	71660089	71670368	MARVELD3	protein_coding
ENSG00000140832	ENST00000299952	16	1	71660090	71675868	MARVELD3	protein_coding
ENSG00000140832	ENST00000567501	16	1	71662973	71668450	MARVELD3	protein_coding
ENSG00000040199	ENST00000540628	16	-1	71671739	71697874	PHLPP2	protein_coding
ENSG00000040199	ENST00000360429	16	-1	71678705	71748704	PHLPP2	protein_coding
ENSG00000040199	ENST00000568954	16	-1	71678827	71758604	PHLPP2	protein_coding
ENSG00000040199	ENST00000393524	16	-1	71678831	71749432	PHLPP2	protein_coding
ENSG00000040199	ENST00000356272	16	-1	71678852	71748704	PHLPP2	protein_coding
ENSG00000040199	ENST00000567016	16	-1	71682073	71757785	PHLPP2	protein_coding
ENSG00000166747	ENST00000299980	16	-1	71762913	71843104	AP1G1	protein_coding
ENSG00000166747	ENST00000423132	16	-1	71764926	71842941	AP1G1	protein_coding
ENSG00000166747	ENST00000564155	16	-1	71765786	71781299	AP1G1	protein_coding
ENSG00000166747	ENST00000433195	16	-1	71765786	71842965	AP1G1	protein_coding
ENSG00000166747	ENST00000569748	16	-1	71765786	71843006	AP1G1	protein_coding
ENSG00000166747	ENST00000393512	16	-1	71766288	71843104	AP1G1	protein_coding
ENSG00000166747	ENST00000563259	16	-1	71805063	71842197	AP1G1	protein_coding
ENSG00000166747	ENST00000563104	16	-1	71807158	71842716	AP1G1	protein_coding
ENSG00000166747	ENST00000569185	16	-1	71807173	71842396	AP1G1	protein_coding
ENSG00000166747	ENST00000567583	16	-1	71808422	71842735	AP1G1	protein_coding
ENSG00000166747	ENST00000565412	16	-1	71808440	71842717	AP1G1	protein_coding
ENSG00000166747	ENST00000569975	16	-1	71823223	71842716	AP1G1	protein_coding
ENSG00000166747	ENST00000570017	16	-1	71823303	71843006	AP1G1	protein_coding
ENSG00000224470	ENST00000427980	16	1	71879894	71891231	ATXN1L	protein_coding
ENSG00000182149	ENST00000568581	16	1	71879899	71950997	IST1	protein_coding
ENSG00000102984	ENST00000446827	16	-1	71893588	71917412	ZNF821	protein_coding
ENSG00000102984	ENST00000313565	16	-1	71893589	71918050	ZNF821	protein_coding
ENSG00000102984	ENST00000425432	16	-1	71893589	71918050	ZNF821	protein_coding
ENSG00000102984	ENST00000564134	16	-1	71893679	71918107	ZNF821	protein_coding
ENSG00000102984	ENST00000565601	16	-1	71893710	71917444	ZNF821	protein_coding
ENSG00000102984	ENST00000568666	16	-1	71893950	71918061	ZNF821	protein_coding
ENSG00000102984	ENST00000565516	16	-1	71894282	71913968	ZNF821	protein_coding
ENSG00000102984	ENST00000562797	16	-1	71894396	71918064	ZNF821	protein_coding
ENSG00000102984	ENST00000565843	16	-1	71898802	71917488	ZNF821	protein_coding
ENSG00000102984	ENST00000568322	16	-1	71898802	71918712	ZNF821	protein_coding
ENSG00000182149	ENST00000540296	16	1	71919136	71950455	IST1	protein_coding
ENSG00000182149	ENST00000544564	16	1	71924472	71961793	IST1	protein_coding
ENSG00000182149	ENST00000541571	16	1	71927837	71961876	IST1	protein_coding
ENSG00000182149	ENST00000538104	16	1	71928308	71950396	IST1	protein_coding
ENSG00000182149	ENST00000535424	16	1	71928622	71961876	IST1	protein_coding
ENSG00000182149	ENST00000378799	16	1	71929152	71962913	IST1	protein_coding
ENSG00000182149	ENST00000537613	16	1	71929397	71956583	IST1	protein_coding
ENSG00000182149	ENST00000424485	16	1	71929411	71954720	IST1	protein_coding
ENSG00000182149	ENST00000606369	16	1	71929434	71962242	IST1	protein_coding
ENSG00000182149	ENST00000329908	16	1	71929446	71962913	IST1	protein_coding
ENSG00000182149	ENST00000538850	16	1	71929451	71962055	IST1	protein_coding
ENSG00000182149	ENST00000541918	16	1	71929454	71956584	IST1	protein_coding
ENSG00000182149	ENST00000534994	16	1	71929456	71956443	IST1	protein_coding
ENSG00000182149	ENST00000378798	16	1	71929456	71962911	IST1	protein_coding
ENSG00000182149	ENST00000539186	16	1	71929492	71955303	IST1	protein_coding
ENSG00000182149	ENST00000456820	16	1	71950463	71962877	IST1	protein_coding
ENSG00000102967	ENST00000572887	16	1	72042487	72058948	DHODH	protein_coding
ENSG00000102967	ENST00000219240	16	1	72042643	72058954	DHODH	protein_coding
ENSG00000102967	ENST00000574309	16	1	72042668	72058137	DHODH	protein_coding
ENSG00000102967	ENST00000576145	16	1	72042700	72051005	DHODH	protein_coding
ENSG00000140830	ENST00000562153	16	-1	72078188	72127456	TXNL4B	protein_coding
ENSG00000257017	ENST00000570083	16	1	72088491	72094954	HP	protein_coding
ENSG00000257017	ENST00000355906	16	1	72088494	72094953	HP	protein_coding
ENSG00000257017	ENST00000398131	16	1	72088508	72094953	HP	protein_coding
ENSG00000257017	ENST00000569639	16	1	72088522	72093360	HP	protein_coding
ENSG00000261701	ENST00000356967	16	1	72088522	72110980	HPR	protein_coding
ENSG00000257017	ENST00000564499	16	1	72088525	72094533	HP	protein_coding
ENSG00000257017	ENST00000357763	16	1	72088525	72094915	HP	protein_coding
ENSG00000257017	ENST00000562526	16	1	72088525	72094954	HP	protein_coding
ENSG00000257017	ENST00000565574	16	1	72088528	72094908	HP	protein_coding
ENSG00000257017	ENST00000568417	16	1	72088537	72093087	HP	protein_coding
ENSG00000257017	ENST00000576168	16	1	72090060	72093717	HP	protein_coding
ENSG00000257017	ENST00000567185	16	1	72090060	72094827	HP	protein_coding
ENSG00000257017	ENST00000567612	16	1	72090060	72094925	HP	protein_coding
ENSG00000261701	ENST00000540303	16	1	72097123	72111145	HPR	protein_coding
ENSG00000261701	ENST00000561690	16	1	72097128	72111145	HPR	protein_coding
ENSG00000261701	ENST00000228226	16	1	72107675	72110980	HPR	protein_coding
ENSG00000140830	ENST00000268483	16	-1	72118752	72127550	TXNL4B	protein_coding
ENSG00000140830	ENST00000423037	16	-1	72118758	72127768	TXNL4B	protein_coding
ENSG00000140830	ENST00000426362	16	-1	72120296	72128330	TXNL4B	protein_coding
ENSG00000140830	ENST00000569767	16	-1	72122886	72127768	TXNL4B	protein_coding
ENSG00000140829	ENST00000268482	16	1	72127461	72146811	DHX38	protein_coding
ENSG00000140829	ENST00000566794	16	1	72127512	72130811	DHX38	protein_coding
ENSG00000140829	ENST00000536867	16	1	72127746	72146802	DHX38	protein_coding
ENSG00000140829	ENST00000566489	16	1	72127823	72130766	DHX38	protein_coding
ENSG00000140829	ENST00000562774	16	1	72138385	72146807	DHX38	protein_coding
ENSG00000140829	ENST00000563819	16	1	72142195	72146538	DHX38	protein_coding
ENSG00000140829	ENST00000567142	16	1	72142271	72146808	DHX38	protein_coding
ENSG00000118557	ENST00000537792	16	-1	72146056	72158752	PMFBP1	protein_coding
ENSG00000118557	ENST00000537465	16	-1	72152996	72206051	PMFBP1	protein_coding
ENSG00000118557	ENST00000237353	16	-1	72152996	72206154	PMFBP1	protein_coding
ENSG00000118557	ENST00000355636	16	-1	72152999	72205170	PMFBP1	protein_coding
ENSG00000118557	ENST00000535461	16	-1	72184673	72205334	PMFBP1	protein_coding
ENSG00000118557	ENST00000539172	16	-1	72188193	72205796	PMFBP1	protein_coding
ENSG00000118557	ENST00000536211	16	-1	72188320	72206369	PMFBP1	protein_coding
ENSG00000118557	ENST00000540440	16	-1	72198685	72210777	PMFBP1	protein_coding
ENSG00000140836	ENST00000268489	16	-1	72816784	73082274	ZFHX3	protein_coding
ENSG00000140836	ENST00000397992	16	-1	72816784	73093597	ZFHX3	protein_coding
ENSG00000197445	ENST00000358463	16	-1	73160536	73178346	C16orf47	protein_coding
ENSG00000103035	ENST00000219313	16	1	74330673	74340186	PSMD7	protein_coding
ENSG00000103035	ENST00000540379	16	1	74330718	74339786	PSMD7	protein_coding
ENSG00000103035	ENST00000567958	16	1	74330719	74339411	PSMD7	protein_coding
ENSG00000103035	ENST00000568615	16	1	74330727	74338607	PSMD7	protein_coding
ENSG00000196436	ENST00000429990	16	1	74411776	74425978	NPIPB15	protein_coding
ENSG00000140839	ENST00000339953	16	-1	74442529	74455290	CLEC18B	protein_coding
ENSG00000090863	ENST00000205061	16	-1	74485856	74641012	GLG1	protein_coding
ENSG00000090863	ENST00000422840	16	-1	74485857	74640992	GLG1	protein_coding
ENSG00000090863	ENST00000447066	16	-1	74485925	74641010	GLG1	protein_coding
ENSG00000090863	ENST00000565474	16	-1	74530498	74597223	GLG1	protein_coding
ENSG00000090863	ENST00000565260	16	-1	74537634	74640995	GLG1	protein_coding
ENSG00000168411	ENST00000361070	16	-1	74655292	74700779	RFWD3	protein_coding
ENSG00000168411	ENST00000571750	16	-1	74657327	74700768	RFWD3	protein_coding
ENSG00000168411	ENST00000572337	16	-1	74678518	74700757	RFWD3	protein_coding
ENSG00000168411	ENST00000572990	16	-1	74694896	74700772	RFWD3	protein_coding
ENSG00000168411	ENST00000576652	16	-1	74694980	74700737	RFWD3	protein_coding
ENSG00000168411	ENST00000575113	16	-1	74694999	74700435	RFWD3	protein_coding
ENSG00000168404	ENST00000306247	16	-1	74705753	74734688	MLKL	protein_coding
ENSG00000168404	ENST00000308807	16	-1	74705759	74734812	MLKL	protein_coding
ENSG00000168404	ENST00000576529	16	-1	74706251	74712846	MLKL	protein_coding
ENSG00000168404	ENST00000573267	16	-1	74725263	74734858	MLKL	protein_coding
ENSG00000168404	ENST00000575686	16	-1	74729410	74734707	MLKL	protein_coding
ENSG00000103089	ENST00000219368	16	-1	74746853	74808723	FA2H	protein_coding
ENSG00000103089	ENST00000544337	16	-1	74747496	74808729	FA2H	protein_coding
ENSG00000103089	ENST00000569949	16	-1	74752897	74775167	FA2H	protein_coding
ENSG00000103091	ENST00000262144	16	-1	74907468	75019046	WDR59	protein_coding
ENSG00000103091	ENST00000563797	16	-1	74908324	74937918	WDR59	protein_coding
ENSG00000103091	ENST00000569229	16	-1	74923601	74946133	WDR59	protein_coding
ENSG00000103091	ENST00000563111	16	-1	74976638	75013014	WDR59	protein_coding
ENSG00000186187	ENST00000335325	16	1	75032928	75144892	ZNRF1	protein_coding
ENSG00000186187	ENST00000320619	16	1	75032935	75142605	ZNRF1	protein_coding
ENSG00000186187	ENST00000566250	16	1	75033243	75138903	ZNRF1	protein_coding
ENSG00000186187	ENST00000567962	16	1	75033243	75141926	ZNRF1	protein_coding
ENSG00000186187	ENST00000568511	16	1	75036195	75138787	ZNRF1	protein_coding
ENSG00000186187	ENST00000568351	16	1	75138682	75142488	ZNRF1	protein_coding
ENSG00000166816	ENST00000300051	16	-1	75145758	75150665	LDHD	protein_coding
ENSG00000166816	ENST00000450168	16	-1	75145794	75150669	LDHD	protein_coding
ENSG00000184517	ENST00000570010	16	1	75182390	75204270	ZFP1	protein_coding
ENSG00000184517	ENST00000568079	16	1	75182392	75204368	ZFP1	protein_coding
ENSG00000184517	ENST00000464850	16	1	75182425	75205898	ZFP1	protein_coding
ENSG00000184517	ENST00000332307	16	1	75182432	75204415	ZFP1	protein_coding
ENSG00000184517	ENST00000393430	16	1	75182480	75206134	ZFP1	protein_coding
ENSG00000184517	ENST00000567481	16	1	75182949	75203224	ZFP1	protein_coding
ENSG00000168928	ENST00000303037	16	-1	75237994	75241083	CTRB2	protein_coding
ENSG00000168928	ENST00000562106	16	-1	75238001	75239693	CTRB2	protein_coding
ENSG00000168928	ENST00000567767	16	-1	75238001	75239890	CTRB2	protein_coding
ENSG00000168928	ENST00000562387	16	-1	75238004	75239702	CTRB2	protein_coding
ENSG00000168925	ENST00000361017	16	1	75252898	75258822	CTRB1	protein_coding
ENSG00000168925	ENST00000495583	16	1	75256508	75257505	CTRB1	protein_coding
ENSG00000050820	ENST00000162330	16	-1	75262928	75285507	BCAR1	protein_coding
ENSG00000050820	ENST00000546196	16	-1	75262929	75299113	BCAR1	protein_coding
ENSG00000050820	ENST00000393422	16	-1	75262941	75301951	BCAR1	protein_coding
ENSG00000050820	ENST00000535626	16	-1	75262960	75299846	BCAR1	protein_coding
